group,key,en-US,de-DE,es-ES,es-MX,fr-FR,it-IT,ko-KR,pt-BR,ru-RU,uk-UA
controller,mappingversion.created_bare_successfully,Added new bare mapping version!,,,,,,,,,Додано нову чисту версію мапи!
controller,mappingversion.deleted_successfully,Deleted mapping version successfully,,,,,,,,,Версію мапи успішно видалено
controller,mdtimport.unknown_dungeon,Unknown dungeon,,,,,,,,,Невідоме підземелля
controller,mdtimport.error.mdt_string_parsing_failed,MDT string parsing failed. Did you really paste an MDT string?,,,,,,,,,Не вдалося проаналізувати рядок MDT. Ви справді вставили рядок з MDT?
controller,mdtimport.error.mdt_string_format_not_recognized,The MDT string format was not recognized.,,,,,,,,,Не розпізнано формат рядка MDT.
controller,mdtimport.error.cli_weakauras_parser_not_found,cli_weakauras_parser not installed.,,,,,,,,,Не встановлено cli_weakauras_parser.
controller,mdtimport.error.invalid_mdt_string_exception,Invalid MDT string: %s,,,,,,,,,Неправильний рядок MDT: %s
controller,mdtimport.error.invalid_mdt_string,Invalid MDT string,,,,,,,,,Неправильний рядок MDT
controller,mdtimport.error.mdt_importer_not_configured_properly,MDT importer is not configured properly. Please contact the admin about this issue.,,,,,,,,,Імпортер MDT налаштований неправильно. Повідомте адміністратора про помилку.
controller,mdtimport.error.cannot_create_route_must_be_logged_in,You must be logged in to create a route,,,,,,,,,"Потрібно ввійти в систему, щоб створити маршрут"
controller,path.error.unable_to_save_path,Unable to save path,,,,,,,,,Не вдалося зберегти шлях
controller,path.error.unable_to_delete_path,Unable to delete path,,,,,,,,,Не вдалося видалити шлях
controller,patreon.flash.unlink_successful,Your Patreon account has successfully been unlinked.,,,,,,,,,Ваш обліковий запис Patreon успішно від'єднано.
controller,patreon.flash.link_successful,Your Patreon has been linked successfully. Thank you!,,,,,,,,,Ваш обліковий запис Patreon успішно приєднано. Дякуємо!
controller,patreon.flash.patreon_session_expired,Your Patreon session has expired. Please try again.,,,,,,,,,Час вашого сеансу на Patreon сплинув. Спробуйте знову.
controller,patreon.flash.session_expired,Your session has expired. Please try again.,,,,,,,,,Час вашого сеансу сплинув. Спробуйте знову.
controller,patreon.flash.patreon_error_occurred,An error occurred on Patreon's side. Please try again later.,,,,,,,,,Виникла помилка на боці Patreon. Спробуйте ще раз пізніше.
controller,patreon.flash.internal_error_occurred,An error occurred while processing Patreon's response - it appears to be malformed. The error was logged and will be dealt with. Please try again later.,,,,,,,,,"Під час оброблення відповіді Patreon сталася помилка. Видається, що вона має неправильний формат. Помилка записана й буде усунена. Спробуйте ще раз пізніше."
controller,profile.flash.email_already_in_use,That username is already in use.,,,,,,,,,Це ім'я вже використовується.
controller,profile.flash.username_already_in_use,That username is already in use.,,,,,,,,,Це ім'я вже використовується.
controller,profile.flash.profile_updated,Profile updated,,,,,,,,,Профіль оновлено
controller,profile.flash.unexpected_error_when_saving,An unexpected error occurred trying to save your profile,,,,,,,,,Під час зберігання вашого профілю виникла несподівана помилка
controller,profile.flash.privacy_settings_updated,Privacy settings updated,,,,,,,,,Налаштування приватності оновлено
controller,profile.flash.password_changed,Password changed,,,,,,,,,Пароль змінено
controller,profile.flash.new_password_equals_old_password,New password equals the old password,,,,,,,,,Новий пароль збігається зі старим паролем
controller,profile.flash.new_passwords_do_not_match,New passwords do not match,,,,,,,,,Нові паролі не збігаються
controller,profile.flash.current_password_is_incorrect,Current password is incorrect,,,,,,,,,Поточний пароль неправильний
controller,profile.flash.tag_created_successfully,Tag created successfully,,,,,,,,,Мітку успішно створено
controller,profile.flash.tag_already_exists,This tag already exists,,,,,,,,,Ця мітка вже існує
controller,profile.flash.admins_cannot_delete_themselves,Admins cannot delete themselves!,,,,,,,,,Адміністратори не можуть видаляти самих себе!
controller,profile.flash.account_deleted_successfully,Account deleted successfully.,,,,,,,,,Обліковий запис успішно видалено.
controller,profile.flash.error_deleting_account,An error occurred. Please try again.,,,,,,,,,Виникла помилка. Спробуйте знову.
controller,spell.error.unable_to_save_spell,Unable to save spell,,,,,,,,,Не вдалося зберегти закляття
controller,spell.flash.spell_updated,Spell updated,,,,,,,,,Закляття оновлено
controller,spell.flash.spell_created,Spell created,,,,,,,,,Закляття створено
controller,team.flash.team_updated,Team updated,,,,,,,,,Команду оновлено
controller,team.flash.team_created,Team created,,,,,,,,,Команду створено
controller,team.flash.unable_to_find_team_for_invite_code,Unable to find a team associated with this invite code,,,,,,,,,"Не вдалося знайти команду, пов'язану з цим кодом запрошення"
controller,team.flash.invite_accept_success,Success! You are now a member of team %s.,,,,,,,,,Успіх! Ви доєдналися до команди %s.
controller,team.flash.tag_created_successfully,Tag created successfully,,,,,,,,,Мітку успішно створено
controller,team.flash.tag_already_exists,This tag already exists,,,,,,,,,Ця мітка вже існує
controller,user.flash.user_is_now_an_admin,User :user is now an admin,,,,,,,,,:user тепер має права адміністратора
controller,user.flash.user_is_no_longer_an_admin,User :user is no longer an admin,,,,,,,,,:user більше не має прав адміністратора
controller,user.flash.user_is_now_a_user,User :user is now a user,,,,,,,,,:user тепер має права користувача
controller,user.flash.user_is_now_a_role,User :user is now a :role,,,,,,,,,:user тепер має роль «:role»
controller,user.flash.account_deleted_successfully,Account deleted successfully.,,,,,,,,,Обліковий запис успішно видалено.
controller,user.flash.account_deletion_error,An error occurred. Please try again.,,,,,,,,,Виникла помилка. Спробуйте знову.
controller,user.flash.user_is_not_a_patron,This user is not a Patron.,,,,,,,,,Цей користувач не має підписки на Patreon.
controller,user.flash.all_benefits_granted_successfully,All benefits granted successfully.,,,,,,,,,Успішно надано всі бонуси.
controller,user.flash.error_granting_all_benefits,An error occurred while trying to grant all benefits.,,,,,,,,,Під час надавання всіх бонусів виникла помилка.
enemies,seasonal_type.beguiling,Beguiling,,,,,,,,,Приманливий
enemies,seasonal_type.awakened,Awakened,,,,,,,,,Пробуджений
enemies,seasonal_type.inspiring,Inspiring,,,,,,,,,Наснажливий
enemies,seasonal_type.prideful,Prideful,,,,,,,,,Гордий
enemies,seasonal_type.tormented,Tormented,,,,,,,,,Замучений
enemies,seasonal_type.encrypted,Encrypted,,,,,,,,,Зашифрований
enemies,seasonal_type.mdt_placeholder,MDT Placeholder,,,,,,,,,Заготовлене місце від MDT
enemies,seasonal_type.requires_activation,Requires Activation,,,,,,,,,Потребує активації
enemies,seasonal_type.shrouded,Shrouded,,,,,,,,,Прихований
enemies,seasonal_type.shrouded_zul_gamux,Shrouded (Zul'gamux),,,,,,,,,Прихований (Зул'ґамукс)
enemies,seasonal_type.no_shrouded,No Shrouded,,,,,,,,,Неприхований
exceptions,handler.api_model_not_found,:ids not found for :model,,,,,,,,,Не знайдено :ids для :model
exceptions,handler.api_route_not_found,API route not found,,,,,,,,,Маршрут API не знайдено
exceptions,handler.internal_server_error,Internal server error,,,,,,,,,Внутрішня помилка сервера
exceptions,handler.unauthenticated,Unauthenticated,,,,,,,,,Не авторизовано
exceptions,handler.too_many_requests,Too many requests,,,,,,,,,Забагато запитів
expansions,classic.name,Classic,,,,,,,,,Classic
expansions,tbc.name,The Burning Crusade,,,,,,,,,The Burning Crusade
expansions,wotlk.name,Wrath of the Lich King,,,,,,,,,Wrath of the Lich King
expansions,cata.name,Cataclysm,,,,,,,,,Cataclysm
expansions,mop.name,Mists of Pandaria,,,,,,,,,Mists of Pandaria
expansions,wod.name,Warlords of Draenor,,,,,,,,,Warlords of Draenor
expansions,legion.name,Legion,,,,,,,,,Legion
expansions,bfa.name,Battle for Azeroth,,,,,,,,,Battle for Azeroth
expansions,sl.name,Shadowlands,,,,,,,,,Shadowlands
expansions,df.name,Dragonflight,,,,,,,,,Dragonflight
