9/7 09:50:26.066  ZONE_CHANGE,429,"Dire Maul",1
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0002F983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0002F983D9,Creature-0-4249-429-9259-11477-0001F97A05,0,20,0,0,212,0,1,0,0,0,-21.46,529.41,236,0.2485,30,2322945,2364800,2322925,1,0,0,0,nil,nil,nil
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0001F983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0001F983D9,Creature-0-4249-429-9259-11477-0002797A05,0,20,0,0,212,0,1,0,0,0,-8.55,526.90,236,2.2963,30,2324368,2366249,2324348,1,0,0,0,nil,nil,nil
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00017983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00017983D9,Creature-0-4249-429-9259-11477-0002797A05,0,20,0,0,212,0,1,0,0,0,-8.55,526.90,236,2.2963,30,2260586,2301317,2260566,1,0,0,0,nil,nil,nil
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00007983D9,"Cadaverous Worm",0x10a48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00007983D9,Creature-0-4249-429-9259-11477-0002797A05,0,20,0,0,212,0,1,0,0,0,-8.55,526.90,236,2.2963,30,4663734,2373882,4663714,1,0,0,0,1,nil,nil
9/7 10:03:37.886  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-0000F983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-0000F983D9,Creature-0-4249-429-9259-11477-0002797A05,0,20,0,0,212,0,1,0,0,0,-8.55,526.90,236,2.2963,30,2268980,2309862,2268960,1,0,0,0,nil,nil,nil
9/7 10:03:37.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00027983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00027983D9,Creature-0-4249-429-9259-11477-0001F97A05,0,20,0,0,212,0,1,0,0,0,-21.46,529.41,236,0.2485,30,2230195,2270379,2230175,1,0,0,0,nil,nil,nil
9/7 10:03:37.891  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00007983D9,"Cadaverous Worm",0x10a48,0x0,0
9/7 10:03:37.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14370-00037983D9,"Cadaverous Worm",0xa48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14370-00037983D9,Creature-0-4249-429-9259-11477-0001F97A05,0,20,0,0,212,0,1,0,0,0,-21.46,529.41,236,0.2485,30,4581402,2331975,4581382,1,0,0,0,1,nil,nil
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0000F983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00017983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0001F983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00027983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0002F983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-00037983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:37.907  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14370-0003F983D9,"Cadaverous Worm",0xa48,0x0,0
9/7 10:03:42.392  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0000F97A06,"Eldreth Sorcerer",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0000F97A06,0000000000000000,0,10175,0,0,212,0,0,4143,4143,0,9.66,568.06,236,4.9570,30,941188,941187,931013,1,0,0,0,nil,nil,nil
9/7 10:03:42.392  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11470-0000797A06,"Eldreth Sorcerer",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11470-0000797A06,0000000000000000,0,10175,0,0,212,0,0,4143,4143,0,7.98,564.16,236,5.9154,30,952465,952465,942290,1,0,0,0,nil,nil,nil
9/7 10:03:42.392  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11469-0000797A06,"Eldreth Seether",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11469-0000797A06,0000000000000000,0,9420,0,0,203,0,1,0,0,0,5.65,567.15,236,5.6201,29,924853,924852,915433,1,0,0,0,nil,nil,nil
9/7 10:03:42.410  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0000797A06,"Eldreth Sorcerer",0xa48,0x0,0
9/7 10:03:42.410  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11469-0000797A06,"Eldreth Seether",0xa48,0x0,0
9/7 10:03:42.410  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11470-0000F97A06,"Eldreth Sorcerer",0x10a48,0x0,0
9/7 10:03:43.875  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11473-0000797A05,"Eldreth Spectre",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11473-0000797A05,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,40.14,576.95,236,3.7175,29,1125089,1125089,1115669,64,0,0,0,nil,nil,nil
9/7 10:03:43.895  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11473-0000797A05,"Eldreth Spectre",0x10a48,0x0,0
9/7 10:04:04.128  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11488-0000797A05,"Illyanna Ravenoak",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11488-0000797A05,0000000000000000,0,81655,0,0,232,0,0,2805,2805,0,-76.50,483.41,236,2.0393,32,1840202,920101,1758547,1,0,0,0,1,nil,nil
9/7 10:04:04.128  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14308-0000797A05,"Ferra",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14308-0000797A05,0000000000000000,0,26172,0,0,222,0,1,0,0,0,-79.50,483.20,236,1.4145,31,934184,934183,908012,1,0,0,0,nil,nil,nil
9/7 10:04:04.142  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11488-0000797A05,"Illyanna Ravenoak",0x10a48,0x0,0
9/7 10:04:04.142  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14308-0000797A05,"Ferra",0xa48,0x0,0
9/7 10:04:42.923  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14361-0000F97A06,"Shen'dralar Wisp",0x10a28,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-14361-0000F97A06,0000000000000000,0,2035,0,0,212,0,1,0,0,0,115.87,535.53,236,4.8508,30,2328621,1164310,2326586,64,0,0,0,1,nil,nil
9/7 10:04:42.945  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14361-0000F97A06,"Shen'dralar Wisp",0x10a28,0x0,0
9/7 10:05:00.983  MAP_CHANGE,236,"Dire Maul",200.000000,-150.000000,650.000000,125.000000
9/7 10:05:13.175  MAP_CHANGE,237,"Dire Maul",175.000000,-150.000000,718.750000,231.250000
9/7 10:05:24.585  MAP_CHANGE,236,"Dire Maul",200.000000,-150.000000,650.000000,125.000000
9/7 10:06:01.393  MAP_CHANGE,238,"Dire Maul",250.000000,-250.000000,1075.000000,325.000000
9/7 10:06:09.944  SWING_DAMAGE_LANDED,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14361-0008797A05,"Shen'dralar Wisp",0x10a28,0x0,Creature-0-4249-429-9259-14361-0008797A05,0000000000000000,0,2035,0,0,212,0,1,0,0,0,39.11,553.91,238,2.4199,30,4190937,2133225,4188902,1,0,0,0,1,nil,nil
9/7 10:06:09.973  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14361-0008797A05,"Shen'dralar Wisp",0x10a28,0x0,0
9/7 10:06:58.274  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11473-0001F97A05,"Eldreth Spectre",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11473-0001F97A05,0000000000000000,0,9420,0,0,203,0,0,3944,3944,0,33.09,552.87,238,5.3859,29,1891177,945588,1881757,1,0,0,0,1,nil,nil
9/7 10:06:58.274  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11475-0000F97A05,"Eldreth Phantasm",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-11475-0000F97A05,0000000000000000,0,10175,0,0,212,0,1,0,0,0,29.16,559.13,238,5.3115,30,954958,954958,944783,1,0,0,0,nil,nil,nil
9/7 10:06:58.284  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11473-0001F97A05,"Eldreth Spectre",0xa48,0x0,0
9/7 10:06:58.284  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11475-0000F97A05,"Eldreth Phantasm",0x10a48,0x0,0
9/7 10:31:22.219  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11475-0000797A05,"Eldreth Phantasm",0x10a48,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-11475-0000797A05,0000000000000000,0,9420,0,0,203,0,1,0,0,0,-17.94,548.57,238,0.8839,29,2869060,2918559,2859640,1,0,0,0,nil,nil,nil
9/7 10:31:22.219  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11475-0000797A05,"Eldreth Phantasm",0x10a48,0x0,0
9/7 10:31:22.219  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14361-0000797A06,"Shen'dralar Wisp",0xa28,0x0,106785,"Swipe",0x1,Creature-0-4249-429-9259-14361-0000797A06,0000000000000000,0,2035,0,0,212,0,1,0,0,0,-22.00,560.67,238,6.0819,30,2926130,2978852,2924095,1,0,0,0,nil,nil,nil
9/7 10:31:22.219  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14361-0000797A06,"Shen'dralar Wisp",0xa28,0x0,0
9/7 10:37:46.810  MAP_CHANGE,238,"Dire Maul",250.000000,-250.000000,1075.000000,325.000000
9/7 10:38:45.641  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0002F97A05,"Arcane Feedback",0x10a48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14400-0002F97A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,60.26,697.24,238,3.6652,30,920664,920663,919036,1,0,0,0,nil,nil,nil
9/7 10:38:45.641  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0003797A05,"Arcane Feedback",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14400-0003797A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,65.56,701.80,238,3.7761,31,943383,943382,941638,1,0,0,0,nil,nil,nil
9/7 10:38:45.641  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0002797A05,"Arcane Feedback",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14400-0002797A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,58.79,702.93,238,4.3979,30,938897,938896,937269,1,0,0,0,nil,nil,nil
9/7 10:38:45.641  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14399-0000F97A05,"Arcane Torrent",0xa48,0x0,106830,"Thrash",0x1,Creature-0-4249-429-9259-14399-0000F97A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,61.86,700.55,238,3.9252,31,957791,957791,931619,1,0,0,0,nil,nil,nil
9/7 10:38:45.659  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0003797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:38:45.659  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0002797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:38:45.659  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0002F97A05,"Arcane Feedback",0x10a48,0x0,0
9/7 10:38:45.659  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14399-0000F97A05,"Arcane Torrent",0xa48,0x0,0
9/7 10:38:47.732  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0002F97A05,"Residual Monstrosity",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11484-0002F97A05,0000000000000000,0,24420,0,0,212,0,0,5728,5728,0,41.87,731.67,238,5.4308,30,1142170,1142169,1117750,64,0,0,0,nil,nil,nil
9/7 10:38:47.732  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0002F97A05,"Residual Monstrosity",0x10a48,0x0,0
9/7 10:38:55.032  SWING_DAMAGE_LANDED,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0003797A05,"Mana Remnant",0x10a48,0x0,Creature-0-4249-429-9259-11483-0003797A05,0000000000000000,0,10175,0,0,212,0,0,5524,5524,0,67.98,733.50,238,2.6198,30,4028572,4101158,4018397,1,0,0,0,nil,nil,nil
9/7 10:38:55.061  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0003797A05,"Mana Remnant",0x10a48,0x0,0
9/7 10:38:57.226  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0003797A05,"Arcane Aberration",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11480-0003797A05,0000000000000000,0,10175,0,0,212,0,0,5728,5728,0,75.12,748.40,238,4.2407,30,1618978,1618978,1608803,64,0,0,0,nil,nil,nil
9/7 10:38:57.253  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0003797A05,"Arcane Aberration",0x10a48,0x0,0
9/7 10:38:58.661  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11480-0002F97A05,"Arcane Aberration",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11480-0002F97A05,0000000000000000,0,10905,0,0,222,0,0,5903,5903,0,81.97,725.61,238,2.4599,31,1603635,1603635,1592730,64,0,0,0,nil,nil,nil
9/7 10:38:58.682  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11480-0002F97A05,"Arcane Aberration",0x10a48,0x0,0
9/7 10:39:00.085  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11483-0003F97A05,"Mana Remnant",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11483-0003F97A05,0000000000000000,0,10175,0,0,212,0,0,5524,5524,0,90.61,740.41,238,3.8798,30,1601676,1601676,1591501,64,0,0,0,nil,nil,nil
9/7 10:39:00.096  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11483-0003F97A05,"Mana Remnant",0x10a48,0x0,0
9/7 10:39:12.227  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0003797A05,"Residual Monstrosity",0x10a48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-11484-0003797A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,74.84,826.21,238,0.7081,31,7744479,3872239,7718307,1,0,0,0,1,nil,nil
9/7 10:39:12.227  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0001797A05,"Residual Monstrosity",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-11484-0001797A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,73.00,836.54,238,5.1957,31,8095925,4047962,8069753,1,0,0,0,1,nil,nil
9/7 10:39:12.237  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0001797A05,"Residual Monstrosity",0xa48,0x0,0
9/7 10:39:12.237  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0003797A05,"Residual Monstrosity",0x10a48,0x0,0
9/7 10:39:17.058  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0002797A05,"Residual Monstrosity",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11484-0002797A05,0000000000000000,0,24420,0,0,212,0,0,5728,5728,0,53.85,882.30,238,4.9879,30,1545656,1545655,1521236,64,0,0,0,nil,nil,nil
9/7 10:39:17.084  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0002797A05,"Residual Monstrosity",0x10a48,0x0,0
9/7 10:39:29.758  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14399-0001F97A05,"Arcane Torrent",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14399-0001F97A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,2.25,931.50,238,5.0949,31,4200286,4200285,4174114,1,0,0,0,nil,nil,nil
9/7 10:39:29.758  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0005797A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0005797A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,7.01,933.36,238,4.3288,31,4088927,4088926,4087182,1,0,0,0,nil,nil,nil
9/7 10:39:29.758  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0005F97A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0005F97A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,3.56,936.99,238,4.7876,31,4074100,4074100,4072355,1,0,0,0,nil,nil,nil
9/7 10:39:29.758  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0006797A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0006797A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,-0.09,933.54,238,5.2900,31,4199362,4199361,4197617,1,0,0,0,nil,nil,nil
9/7 10:39:29.758  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0006F97A05,"Arcane Feedback",0x10a48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0006F97A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,2.88,929.88,238,5.0319,30,4271970,4271969,4270342,1,0,0,0,nil,nil,nil
9/7 10:39:29.780  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14399-0001F97A05,"Arcane Torrent",0xa48,0x0,0
9/7 10:39:29.780  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0005797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:29.780  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0005F97A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:29.780  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0006797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:29.780  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0006F97A05,"Arcane Feedback",0x10a48,0x0,0
9/7 10:39:35.144  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0000F97A05,"Residual Monstrosity",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11484-0000F97A05,0000000000000000,0,24420,0,0,212,0,0,5728,5728,0,-64.46,926.67,238,6.2425,30,1545909,1545908,1521489,64,0,0,0,nil,nil,nil
9/7 10:39:35.164  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0000F97A05,"Residual Monstrosity",0x10a48,0x0,0
9/7 10:39:45.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14399-0000797A05,"Arcane Torrent",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14399-0000797A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,-127.18,895.57,238,0.6087,31,4120735,4120735,4094563,1,0,0,0,nil,nil,nil
9/7 10:39:45.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0000797A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0000797A05,0000000000000000,0,1745,0,0,222,0,0,1476,1476,0,-130.76,893.41,238,0.5836,31,4256364,4256363,4254619,1,0,0,0,nil,nil,nil
9/7 10:39:45.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0000F97A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0000F97A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,-125.07,892.18,238,1.1391,30,4120124,4120123,4118496,1,0,0,0,nil,nil,nil
9/7 10:39:45.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0001797A05,"Arcane Feedback",0x10a48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0001797A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,-123.76,897.63,238,0.7113,30,8244984,4122492,8243356,1,0,0,0,1,nil,nil
9/7 10:39:45.891  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-14400-0001F97A05,"Arcane Feedback",0xa48,0x0,77758,"Thrash",0x1,Creature-0-4249-429-9259-14400-0001F97A05,0000000000000000,0,1628,0,0,212,0,0,1432,1432,0,-129.22,898.99,238,0.0471,30,4203163,4203163,4201535,1,0,0,0,nil,nil,nil
9/7 10:39:45.908  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14399-0000797A05,"Arcane Torrent",0xa48,0x0,0
9/7 10:39:45.908  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0000797A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:45.908  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0000F97A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:45.908  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0001797A05,"Arcane Feedback",0x10a48,0x0,0
9/7 10:39:45.908  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-14400-0001F97A05,"Arcane Feedback",0xa48,0x0,0
9/7 10:39:49.102  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0000797A05,"Residual Monstrosity",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11484-0000797A05,0000000000000000,0,24420,0,0,212,0,0,5728,5728,0,-141.94,860.40,238,1.2060,30,1597392,1597391,1572972,64,0,0,0,nil,nil,nil
9/7 10:39:49.121  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0000797A05,"Residual Monstrosity",0x10a48,0x0,0
9/7 10:39:53.287  SPELL_DAMAGE,Player-1084-0A5F82CD,"Laroniá-TarrenMill",0x511,0x0,Creature-0-4249-429-9259-11484-0001F97A05,"Residual Monstrosity",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-4249-429-9259-11484-0001F97A05,0000000000000000,0,26172,0,0,222,0,0,5903,5903,0,-152.79,833.72,238,1.2161,31,1566275,1566275,1540103,64,0,0,0,nil,nil,nil
9/7 10:39:53.305  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-4249-429-9259-11484-0001F97A05,"Residual Monstrosity",0x10a48,0x0,0
